Date,Station_Name,Dataset_Type,Passenger_Departure_Scaled,temperature_max_scaled,day_sin,Passenger_Arrival_Lag7_scaled,Passenger_Departure_Lag7_scaled,Passenger_Arrival_Roll_Mean_7_scaled,Passenger_Arrival_Roll_Std_7_scaled,Passenger_Departure_Roll_Mean_7_scaled,Passenger_Departure_Roll_Std_7_scaled,holiday_category_Weekday
2022-02-02,Huamak,Train,-1.0428377222031113,-0.9057708893354377,0.9749279121818236,-1.1841193239751362,-1.2221002073834657,-1.9269973354496956,-2.1491789433169575,-1.8837448996909119,-1.9713728079689627,1.0
2022-02-03,Huamak,Train,-1.140070527283751,-0.27694774836224945,0.43388373911755823,-1.272152733247384,-1.2747985489959408,-1.9029802798087205,-2.0621524633833803,-1.8441519479212631,-1.8382322647171063,1.0
2022-02-04,Huamak,Train,-0.9415814907053415,-0.13183471582997494,-0.433883739117558,-1.1273866824441319,-1.0973585633134297,-1.8582854382950342,-1.9451739345319388,-1.8130708359457404,-1.7792778846426998,1.0
2022-02-05,Huamak,Train,-1.6624453904411198,-0.035092694141794244,-0.9749279121818236,-1.676454316571782,-1.7103937018180453,-1.8336262153909317,-1.8624603508217186,-1.7781207058819786,-1.6464758797471337,0.0
2022-02-06,Huamak,Train,-1.9474380949878227,0.15839134923457404,-0.7818314824680299,-1.9783763054091954,-1.9692159365729864,-1.8148749313076034,-1.937105424952371,-1.7632894698770614,-1.7129949549304186,0.0
2022-02-07,Huamak,Train,-1.0300968718822,0.6421014576754879,0.0,-1.2591107466885325,-1.2394439653825082,-1.804728688550186,-2.023938717631772,-1.753230022847639,-1.7950535621618782,1.0
2022-02-08,Huamak,Train,-1.0428377222031113,0.7388434793636686,0.7818314824680298,-1.221288985667863,-1.1660665276942517,-1.7557955430998569,-1.929252125929537,-1.7078335439456311,-1.7114495685938873,1.0
2022-02-09,Huamak,Train,-1.1105654002247982,0.40024640345503093,0.9749279121818236,-1.0621767496498742,-1.0173104494716954,-1.7203479101752095,-1.875384506023614,-1.6790738428230523,-1.6592410234604344,1.0
2022-02-10,Huamak,Train,-1.0904482681391487,-0.035092694141794244,0.43388373911755823,-1.045222167123367,-1.1140352536971243,-1.7242009137539756,-1.883479752880476,-1.6920995370534577,-1.6882012695354307,1.0
2022-02-11,Huamak,Train,-1.0368025825774163,-0.5671738134267984,-0.433883739117558,-1.002183611479157,-0.9165832395541796,-1.725998982090733,-1.8878159282810203,-1.6825559591024675,-1.67117651541829,1.0
2022-02-12,Huamak,Train,-1.716091076002852,-1.2927389760881691,-0.9749279121818236,-1.5812478146921658,-1.6336809260530498,-1.7266411493538607,-1.889745214076358,-1.7008693113868,-1.7328702584671847,0.0
2022-02-13,Huamak,Train,-1.956826089961126,-0.470431791738616,-0.7818314824680299,-1.9268604585017317,-1.917184662575859,-1.7433374981951801,-1.8126323058291,-1.7111866929554385,-1.6814164374007379,0.0
