Date,Station_Name,Dataset_Type,Passenger_Arrival_Scaled,Passenger_Arrival_Lag7_scaled,Passenger_Departure_Lag7_scaled,Passenger_Arrival_Roll_Mean_7_scaled,Passenger_Arrival_Roll_Std_7_scaled,Passenger_Departure_Roll_Mean_7_scaled,Passenger_Departure_Roll_Std_7_scaled,holiday_category_Weekday
2022-03-11,Banthapchang,Train,-0.806260278006915,-0.8870385359386072,-0.9315125343331593,-2.0110820534244613,-2.1180599426200364,-2.033876575090915,-2.1155246700339334,1.0
2022-03-12,Banthapchang,Train,-1.6642674788913494,-1.6138059415446782,-1.594030959677013,-1.9860216658315963,-2.067504556124815,-2.016500865311643,-2.0817914416282783,0.0
2022-03-13,Banthapchang,Train,-1.9199265094031899,-1.8830862950162504,-1.900788751293324,-1.993638058139232,-2.0391524905390708,-2.025800540968155,-2.049436589783023,0.0
2022-03-14,Banthapchang,Train,-1.1490757961932465,-0.9140630875414889,-0.9452333301243041,-1.9975690993302695,-2.0174732191563836,-1.9971673290783678,-2.204523902894852,1.0
2022-03-15,Banthapchang,Train,-0.8663014139604532,-0.8600139843357253,-0.9432732164398548,-2.0526036760047965,-2.0593929964381283,-1.9861545552746032,-2.1860834974732652,1.0
2022-03-16,Banthapchang,Train,-0.8604909814488205,-0.8474668710915302,-0.8805495785374782,-2.049655395111518,-2.053266414100159,-1.964129007667075,-2.147218997423372,1.0
2022-03-17,Banthapchang,Train,-0.8643646031232424,-0.8436062208625471,-0.8981906016975216,-2.048426944739319,-2.0506483553107686,-1.9631500944400735,-2.1454026472000507,1.0
2022-03-18,Banthapchang,Train,-0.7694608720999077,-0.7885919550995377,-0.8619284985352101,-2.0491640149626384,-2.0522180904902103,-1.9677999322683297,-2.153029372147936,1.0
2022-03-19,Banthapchang,Train,-1.5790478020540692,-1.6437259808192974,-1.631273119681549,-2.0398277921339236,-2.027623354994378,-1.9575213433848162,-2.131059652224504,0.0
2022-03-20,Banthapchang,Train,-1.8453592921705697,-1.8985288959321829,-1.7861221007530417,-2.018207065583217,-2.100796871521583,-1.9359852523907881,-2.2132243576094153,0.0
2022-03-21,Banthapchang,Train,-0.8188495484487859,-1.1302595003645433,-0.9011307722241956,-1.9992889298513483,-2.206089383731586,-1.9352510674705372,-2.217296405659439,1.0
2022-03-22,Banthapchang,Train,-0.8953535765186169,-0.848432033648776,-0.8550681006396377,-1.9155086144673585,-2.1266865410165394,-1.917630629384514,-2.1848651201843423,1.0
2022-03-23,Banthapchang,Train,-0.8343440351464732,-0.8426410583053013,-0.8766293511685797,-1.922879316700554,-2.1380172771807406,-1.923504108746522,-2.195409557514026,1.0
2022-03-24,Banthapchang,Train,-0.8449964947511333,-0.8465017085342844,-0.9168116816997897,-1.9162456846906784,-2.126169032405136,-1.9142044330900096,-2.1781617135708427,1.0
2022-03-25,Banthapchang,Train,-0.8537121435185824,-0.7519157779241982,-0.8207661111617754,-1.9113318832018813,-2.1178148427836003,-1.8916894288689805,-2.14103391104428,1.0
2022-03-26,Banthapchang,Train,-1.5645217207749873,-1.5587916757816689,-1.5450281175657812,-1.9327069196781483,-2.1620472619722197,-1.9095545952617539,-2.1723954888867807,0.0
2022-03-27,Banthapchang,Train,-1.8250227783798552,-1.824211379024258,-1.7831819302263676,-1.9290215685615506,-2.175292073529485,-1.9068625838875002,-2.1821279086318697,0.0
2022-03-28,Banthapchang,Train,-0.8072286834255205,-0.8011390683437328,-0.8305666795840217,-1.9238620769983137,-2.2044695347864134,-1.9149386180102608,-2.1367961608463037,1.0
2022-03-29,Banthapchang,Train,-0.7433139257975603,-0.8773869103661494,-0.8785894648530289,-1.9209137961050353,-2.1982148555007304,-1.9100440518752544,-2.126697617263579,1.0
2022-03-30,Banthapchang,Train,-0.7975446292394659,-0.8165816692596652,-0.8393871911640435,-1.8823404544179787,-2.1231736614755303,-1.8716217077154547,-2.0472365046149803,1.0
2022-03-31,Banthapchang,Train,-0.7578400070766421,-0.8271984573893688,-0.8266464522151232,-1.873004231589264,-2.106093006547701,-1.8593852923779384,-2.025064520661619,1.0
2022-04-01,Banthapchang,Train,-0.7055461144719475,-0.8358849204045808,-0.8923102606441738,-1.8508921248896777,-2.065267639535467,-1.8503303450281767,-2.0087906639615682,1.0
2022-04-02,Banthapchang,Train,-1.5432168015656673,-1.5443142374229821,-1.5342474923013103,-1.8133015435003803,-1.9962485952298934,-1.8214524048316392,-1.965307335371728,0.0
2022-04-03,Banthapchang,Train,-1.793065399565875,-1.8039429653220966,-1.8155238060197807,-1.8078963618627035,-2.016158399837412,-1.8101949027211246,-2.004313787355139,0.0
2022-04-04,Banthapchang,Train,-0.8111023050999423,-0.7895571176567835,-0.810965542739529,-1.7997885894061882,-2.061360515390415,-1.8048108799726177,-2.035046022141354,1.0
2022-04-05,Banthapchang,Train,-0.715230168658002,-0.7258563888785621,-0.7247205406237611,-1.8007713497039475,-2.0628562069112,-1.8253680577396445,-2.062415866959429,1.0
2022-04-06,Banthapchang,Train,-1.629404883821553,-0.7799054920843257,-0.7903843490528116,-1.7936463375451919,-2.0480631831917626,-1.819739306684387,-2.048888832385955,0.0
2022-04-07,Banthapchang,Train,-0.7868921696348058,-0.7403338272372488,-0.7903843490528116,-2.0046941114890253,-1.8516286163310947,-2.0123404840968875,-1.9274819318370364,1.0
2022-04-08,Banthapchang,Train,-0.6687467085649401,-0.6882150491459768,-0.7766635532616668,-2.0120648137222203,-1.8693607540606458,-2.0238427145141524,-1.9546189529524323,1.0
2022-04-09,Banthapchang,Train,-1.6584570463797166,-1.523080661163575,-1.489164877558977,-2.0027285908935064,-1.8417636806893665,-2.016745593618393,-1.9352201595091343,0.0
2022-04-10,Banthapchang,Train,-1.8705378330543114,-1.7720926009329858,-1.7939625554908387,-2.031965709751849,-1.7561353080042348,-2.053454839630941,-1.8326626193705264,0.0
2022-04-11,Banthapchang,Train,-1.0038149834024281,-0.7934177678857666,-0.8932903174863984,-2.0516209157070366,-1.6740197427482564,-2.0554126660849437,-1.8243790355191092,1.0
2022-04-12,Banthapchang,Train,-1.1519810124490628,-0.6978666747184346,-0.7021792332525945,-2.1005132405205678,-1.7555477284358987,-2.0886957158029866,-1.8735901054837485,1.0
2022-04-13,Banthapchang,Train,-1.9441366448683262,-1.6089801287584493,-1.5616890838836,-2.211319464092941,-1.9652109799630293,-2.1975998123068785,-2.1088539000581537,0.0
2022-04-14,Banthapchang,Train,-2.1000499172638047,-0.7692887039546221,-0.8364470206373695,-2.291168738285893,-1.6999918026147258,-2.289617655644998,-1.8013274350035113,0.0
2022-04-15,Banthapchang,Train,-2.01579864584513,-0.6515388719706372,-0.7482419048371524,-2.624324479226333,-1.5956789862243923,-2.589654559720888,-1.7060042750625664,0.0
2022-04-16,Banthapchang,Train,-1.9644731586590407,-1.6379350054758226,-1.6361734038926723,-2.9660793727721675,-2.1340056001174177,-2.901927879134294,-2.11996448553951,0.0
2022-04-17,Banthapchang,Train,-1.9993357537288372,-1.8493056055126482,-1.8018030102286358,-3.043717436295161,-2.070609584187296,-2.963599412435374,-2.078006273696803,0.0
2022-04-18,Banthapchang,Train,-0.8740486573092969,-0.9854851167776765,-1.0265780480289488,-3.0763942161956614,-2.023087715964025,-2.9941904507791643,-2.0399864347026178,1.0
