Date,Station_Name,Dataset_Type,Passenger_Departure_Scaled,pm25_filled_scaled,Is_Long_Holiday,day_sin,day_cos,Passenger_Arrival_Lag7_scaled,Passenger_Departure_Lag7_scaled,Passenger_Arrival_Roll_Mean_7_scaled,Passenger_Arrival_Roll_Std_7_scaled,Passenger_Departure_Roll_Mean_7_scaled,Passenger_Departure_Roll_Std_7_scaled,holiday_category_Weekday
2023-01-25,Banthapchang,Train,-0.12257140096734999,-0.20451694232381407,0,0.9749279121818236,-0.22252093395631434,0.9075057873674146,0.9181525859604711,0.5436410338311409,0.6181912981649271,0.5624999173806564,0.6998759714148381,1.0
2023-01-26,Banthapchang,Train,-0.043293187105196106,1.2872158643299614,0,0.43388373911755823,-0.900968867902419,0.8678657651216757,0.8307856411632447,0.5510316312217208,0.6327008117082628,0.5575931391719342,0.6908480116172507,1.0
2023-01-27,Banthapchang,Train,-0.011375984121731552,1.4259817068093825,0,-0.433883739117558,-0.9009688679024191,0.8978374892586978,0.9132443306347843,0.5374822026723237,0.6095329262700266,0.5644626286641456,0.7020856329309139,1.0
2023-01-28,Banthapchang,Train,-1.7246090732986674,-0.03105963922453784,0,-0.9749279121818236,-0.2225209339563146,-1.0029499189150248,-0.9901770846665868,0.5389603221504402,0.6123661654678543,0.5482702605753613,0.6735487410350876,0.0
2023-01-29,Banthapchang,Train,-0.38820489676521625,0.5586951913130014,0,-0.7818314824680299,0.6234898018587334,-1.2746290957699669,-1.283690753142662,0.5857674389574465,0.42196623823523316,0.5970927037521501,0.47927847651342254,0.0
2023-01-30,Banthapchang,Train,2.1538458827887834,1.2525244037101062,0,0.0,1.0,0.8311262323085519,0.8945929603971741,0.597592394782375,0.35825517906715965,0.6270240508253566,0.31978235992945947,1.0
2023-01-31,Banthapchang,Train,0.2130740239555353,3.021788895322724,0,0.7818314824680298,0.6234898018587336,0.9529467884783835,1.0143543903439338,0.6081855843755393,0.37655767264393364,0.6260426951836123,0.3180037707784557,1.0
2023-02-01,Banthapchang,Train,0.025689154826807926,3.5421608046205524,0,0.9749279121818236,-0.22252093395631434,0.936510681693565,0.8985195646577236,0.6246912518811685,0.41194369494002625,0.6461604858393746,0.36503426703465663,1.0
2023-02-02,Banthapchang,Train,-0.44586177957405543,3.2646291196617105,0,0.43388373911755823,-0.900968867902419,0.8146901255237333,0.8582718709870912,0.6633687115585367,0.4953203958897366,0.7016070795979383,0.4799156380027304,1.0
2023-02-03,Banthapchang,Train,0.26146462202723963,1.4259817068093825,0,-0.433883739117558,-0.9009688679024191,0.9036384681239279,0.8484553603357174,0.6798743790641659,0.520632458778375,0.6611261593759782,0.428512793817129,1.0
2023-02-04,Banthapchang,Train,-1.7287274220707274,0.24647204573430412,0,-0.9749279121818236,-0.2225209339563146,-0.8192522548494057,-0.7948285227042491,0.6880040361938041,0.53480399023317,0.6856600504195904,0.4699125647243439,0.0
2023-02-05,Banthapchang,Train,-0.41806292536265083,-0.10044256046424833,0,-0.7818314824680299,0.6234898018587334,-1.2282212648481263,-1.1639293231959023,0.7133784205681282,0.43630114782107793,0.7092125858214584,0.3788458715690616,0.0
2023-02-06,Banthapchang,Train,2.114721569454214,-0.20451694232381407,0,0.0,1.0,0.8726999141760341,0.8906663561366246,0.7259424361321148,0.3677661686200136,0.7256502928206785,0.29181408515052554,1.0
2023-02-07,Banthapchang,Train,-0.012405571314746537,-0.4473571666628008,0,0.7818314824680298,0.6234898018587336,1.0177243858067861,1.0948497776851986,0.7340720932617523,0.38083678308973506,0.7327651212233264,0.3036315812394235,1.0
