Date,Station_Name,Dataset_Type,Passenger_Arrival_Scaled,pm25_filled_scaled,rain_sum_scaled,temperature_max_scaled,Is_Long_Holiday,day_sin,day_cos,month_sin,month_cos,Passenger_Arrival_Lag7_scaled,Passenger_Departure_Lag7_scaled,Passenger_Arrival_Roll_Mean_7_scaled,Passenger_Arrival_Roll_Std_7_scaled,Passenger_Departure_Roll_Mean_7_scaled,Passenger_Departure_Roll_Std_7_scaled,holiday_category_National Holiday,holiday_category_Special Public Holiday,holiday_category_Weekday,holiday_category_Weekend
2022-03-11,Huamak,Train,0.09855450000045503,0.2117805851144489,-0.5193862023037029,0.4002630292977951,0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,-1.1774718932396755,-1.2064219135122984,-1.9909801501360114,-1.9212449354963692,-1.9654625150875111,-1.8326878303757752,0.0,0.0,1.0,0.0
2022-03-12,Huamak,Train,-0.7601046996282106,0.4546208094534356,-0.5984844885380634,0.6419919530768238,0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,-1.823842237247749,-1.844169724786856,-1.996903015540985,-1.939746666113156,-1.9692108419255352,-1.843830745738833,0.0,0.0,0.0,1.0
2022-03-13,Huamak,Train,-0.22314483011019212,0.4546208094534356,-0.5589353454208831,0.30357145978618233,0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,-2.0708877276775284,-2.059426323560868,-1.9983193529204355,-1.9327143980292023,-1.960163156454443,-1.8888871914754002,0.0,0.0,0.0,1.0
2022-03-14,Huamak,Train,0.7157406222127336,-0.03105963922453784,-0.6380336316552435,0.35191724454198875,0,0.0,1.0,1.0,6.123233995736766e-17,-1.255899033058653,-1.2238028811151689,-1.9868598959412471,-2.023589241156103,-1.951244723632938,-1.9617657259688677,0.0,0.0,1.0,0.0
2022-03-15,Huamak,Train,0.2558297280545492,-0.7248888516216427,-0.6380336316552435,0.8837208768558523,0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,-1.2389064860978747,-1.2505428312734312,-2.019564413612189,-2.070230244618431,-1.9653332624379245,-1.9970141417288283,0.0,0.0,1.0,0.0
2022-03-16,Huamak,Train,-0.028536593376590758,-1.03711199720034,-0.4402879160693425,-0.03484903350445911,0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,-1.1872752857170477,-1.2505428312734312,-2.0137703061508017,-2.052024726785701,-1.9509862183337636,-1.9518371179976812,0.0,0.0,1.0,0.0
2022-03-17,Huamak,Train,0.0715476426578328,-0.8983461547209189,-0.4930201068922494,0.5453003835652109,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,-1.2905376864787015,-1.270597793892128,-2.0223970883710893,-2.0811162348604855,-1.9476256494445012,-1.9430374675887505,0.0,0.0,1.0,0.0
2022-03-18,Huamak,Train,0.018328247306194874,-0.2738998635635246,0.1661322783940873,-0.1798863877718749,0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,-1.2075356301702835,-1.2258083773770387,-1.9987056267511945,-2.010724582238378,-1.9297887838014907,-1.8947650656154007,0.0,0.0,1.0,0.0
2022-03-19,Huamak,Train,-0.6401624802536235,0.17708912449459363,-0.5984844885380634,0.30357145978618233,0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,-1.8310313917311554,-1.797374812009897,-1.9880187174335247,-1.9745845379368534,-1.9168635188427876,-1.857056260010041,0.0,0.0,0.0,1.0
2022-03-20,Huamak,Train,-0.32402338547822224,-0.13513402108410358,0.3638779939799883,-0.08319481826026208,0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,-2.0127209323117867,-2.0132999095378654,-1.9578893586343105,-2.1104630214821207,-1.8956660843105144,-1.9549290091866374,0.0,0.0,0.0,1.0
2022-03-21,Huamak,Train,1.055709296996331,-0.8289632334812085,-0.20299305736626125,-0.5183068810625147,0,0.0,1.0,1.0,6.123233995736766e-17,-1.421903145675489,-1.296669245296434,-1.9441122586705673,-2.2251577313131197,-1.8755026709749374,-2.124115153080035,0.0,0.0,1.0,0.0
2022-03-22,Huamak,Train,-0.1262378714101947,-0.8289632334812085,-0.163443914249081,-0.6633442353299321,0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,-1.209496308665758,-1.1763394695842533,-1.875226758851851,-2.09637184353731,-1.8312982648161724,-2.0074482266295157,0.0,0.0,1.0,0.0
2022-03-23,Huamak,Train,0.0072077766357033675,-0.20451694232381407,0.878016854503331,-1.4368767914228244,0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,-1.231063772115977,-1.2331618636705608,-1.8682738298981862,-2.081218806953236,-1.8385364131930462,-2.023245128102425,0.0,0.0,1.0,0.0
2022-03-24,Huamak,Train,-0.004707013368394675,-0.34328278480323504,0.07385094445400026,-0.7600358048415432,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,-1.1702827387562693,-1.178344965846123,-1.8555267934831343,-2.056205100585673,-1.8400874449880906,-2.025779050550465,0.0,0.0,1.0,0.0
2022-03-25,Huamak,Train,0.1597170886881583,-0.482048627282656,-0.2820913436006216,-0.276577957283486,0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,-1.1532901917954907,-1.1589585019813826,-1.855140519652375,-2.055322524403788,-1.8557270155881214,-2.0572267160558977,0.0,0.0,1.0,0.0
