Date,Station_Name,Dataset_Type,Passenger_Departure_Filled,pm25_filled,rain_sum,temperature_max,Is_Long_Holiday,day_sin,day_cos,month_sin,month_cos,Passenger_Arrival_Lag7,Passenger_Departure_Lag7,Passenger_Arrival_Roll_Mean_7,Passenger_Arrival_Roll_Std_7,Passenger_Departure_Roll_Mean_7,Passenger_Departure_Roll_Std_7,holiday_category_Weekday,holiday_category_Weekend
2022-05-31,Ramkhamhaeng,Train,4878.0,78.0,5.9,32.3,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,4328.0,4478.0,4021.0,806.4450797584857,4222.285714285715,755.0992681508209,1.0,0.0
2022-06-01,Ramkhamhaeng,Train,4950.0,83.0,2.0,32.4,0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,4325.0,4497.0,4091.8571428571427,858.053694623563,4279.428571428572,791.9136857728159,1.0,0.0
2022-06-02,Ramkhamhaeng,Train,5225.0,65.0,0.7,32.4,0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,4369.0,4568.0,4174.857142857143,910.8408987617689,4344.142857142857,830.2386059785123,1.0,0.0
2022-06-03,Ramkhamhaeng,Train,3091.0,48.0,15.3,31.7,1,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,4749.0,4925.0,4283.571428571428,980.6172982944418,4438.0,894.4188057056942,0.0,0.0
2022-06-04,Ramkhamhaeng,Train,3002.0,43.0,7.4,30.6,1,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,3025.0,3412.0,4014.285714285714,1084.790104779987,4176.0,991.3494170405646,0.0,1.0
2022-06-05,Ramkhamhaeng,Train,2822.0,50.0,1.7,31.4,1,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,2718.0,2912.0,3966.714285714286,1141.2368603530886,4117.428571428572,1054.13532609162,0.0,1.0
2022-06-06,Ramkhamhaeng,Train,5261.0,44.0,1.3,31.7,0,0.0,1.0,1.2246467991473532e-16,-1.0,4633.0,4764.0,3963.0,1146.0106165884051,4104.571428571428,1071.690853611379,1.0,0.0
2022-06-07,Ramkhamhaeng,Train,4986.0,57.0,0.9,31.7,0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,4824.0,4878.0,3998.1428571428573,1173.4246785330874,4175.571428571428,1137.125155401823,1.0,0.0
2022-06-08,Ramkhamhaeng,Train,5034.0,55.0,0.7,32.3,0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,4906.0,4950.0,4006.8571428571427,1180.7834162921156,4191.0,1148.915720726866,1.0,0.0
2022-06-09,Ramkhamhaeng,Train,4977.0,63.0,4.5,32.6,0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,5130.0,5225.0,3996.8571428571427,1172.1644407635304,4203.0,1158.5626151975273,1.0,0.0
