Date,Station_Name,Dataset_Type,Passenger_Departure_Scaled,temperature_max_scaled,day_sin,Passenger_Departure_Lag7_scaled,Passenger_Arrival_Roll_Mean_7_scaled,Passenger_Departure_Roll_Mean_7_scaled,Passenger_Departure_Roll_Std_7_scaled,holiday_category_Weekday
2022-02-07,Phayathai,Train,-1.5248580157390403,0.6519498811946338,0.0,-1.6947431978056524,-1.984721177680572,-1.9809860412983766,-1.702456000330724,1.0
2022-02-08,Phayathai,Train,-1.654555504208373,1.4023487413926405,0.7818314824680298,-1.6063759199309515,-1.929905176494955,-1.9444670576097978,-1.6741852869766762,1.0
2022-02-09,Phayathai,Train,-1.7135695285247532,1.1678490975807636,0.9749279121818236,-1.5708976076243801,-1.9254845312380502,-1.9450306221728932,-1.6742111728639197,1.0
2022-02-10,Phayathai,Train,-1.657556217309206,0.8395495962441347,0.43388373911755823,-1.5091390639796076,-1.933205924953444,-1.961655776784206,-1.6735288995185889,1.0
2022-02-11,Phayathai,Train,-1.3251438882502737,0.46435016614513297,-0.433883739117558,-1.2105299353992987,-1.9258971247953613,-1.9794080605217097,-1.6998893403294706,1.0
2022-02-12,Phayathai,Train,-2.002638223904988,-0.8488478392013799,-0.9749279121818236,-1.7243084580611285,-1.9528335898941003,-1.9922009761039743,-1.8104524334605216,0.0
2022-02-13,Phayathai,Train,-2.2673678019118007,0.4174502373827569,-0.7818314824680299,-2.166801853218088,-1.956370106099624,-2.0313687132391016,-1.664756516665312,0.0
2022-02-14,Phayathai,Train,-1.440171223782201,0.37055030862038085,0.0,-1.481873323966224,-1.9538356028189987,-2.0393713300350553,-1.5829473142699804,1.0
2022-02-15,Phayathai,Train,-1.5705355373850522,-1.364747055587508,0.7818314824680298,-1.6096609488482265,-1.9547786738071382,-2.0250567901324334,-1.5151847241636311,1.0
2022-02-16,Phayathai,Train,-2.337717853497994,-1.7399464856865114,0.9749279121818236,-1.6678059606839963,-1.9096291502499523,-2.0108549631424304,-1.4873819863064495,0.0
2022-02-17,Phayathai,Train,-1.6065440945950469,-0.9895476254885046,0.43388373911755823,-1.612617474873774,-2.0295170496172057,-2.1163542493538805,-1.0130078450467466,1.0
2022-02-18,Phayathai,Train,-1.4108309179073906,-0.3329486228152499,-0.433883739117558,-1.2851000918214441,-2.0374152691428753,-2.1077317115385217,-0.9917401837937619,1.0
2022-02-19,Phayathai,Train,-2.0423143193493343,-0.426748480340002,-0.9749279121818236,-1.9526179678117497,-2.0548620824234587,-2.122215320810072,-1.086763036035094,0.0
2022-02-20,Phayathai,Train,-2.3287157141954955,-0.09844897900337299,-0.7818314824680299,-2.213449263843395,-2.0939405864944955,-2.1289217391109068,-1.0645343484224006,0.0
2022-02-21,Phayathai,Train,-1.5808713269545878,0.6519498811946338,0.0,-1.398433589467436,-2.1186961999331615,-2.1392913270718616,-0.9887045523364676,1.0
2022-02-22,Phayathai,Train,-1.7199043672931782,-0.1922488365281251,0.7818314824680298,-1.5268782201328934,-2.149994368352046,-2.163073751634485,-1.1045614691911902,1.0
2022-02-23,Phayathai,Train,-1.7475776103341927,-0.09844897900337299,0.9749279121818236,-2.2827633739979,-2.2023348081937963,-2.188321444061157,-1.1869505345819489,1.0
2022-02-24,Phayathai,Train,-1.7549126868028952,-0.379848551577626,0.43388373911755823,-1.5623565324394648,-2.086219192779102,-2.08857051639328,-1.5822986795616365,1.0
2022-02-25,Phayathai,Train,-1.5371942807091312,-0.28604869405287386,-0.433883739117558,-1.3695253349954148,-2.105080612541895,-2.113649139451023,-1.6352273747732455,1.0
2022-02-26,Phayathai,Train,-2.1716783952519076,0.5112500949075056,-0.9749279121818236,-1.9917098119273238,-2.127183838826418,-2.135008236392337,-1.78400274705484,0.0
2022-02-27,Phayathai,Train,-2.4180702820869637,0.6519498811946338,-0.7818314824680299,-2.273893795921257,-2.124236741988482,-2.1568745414404367,-1.6543629357042,0.0
2022-02-28,Phayathai,Train,-1.66422446864439,1.4023487413926405,0.0,-1.5370618097764464,-2.132370729261186,-2.1719780717313917,-1.497735504900292,1.0
2022-03-01,Phayathai,Train,-1.813593298552516,1.6837483139668903,0.7818314824680298,-1.674047515626819,-2.1449253617907953,-2.186067185808776,-1.5594664585308133,1.0
2022-03-02,Phayathai,Train,-1.851602331163066,0.9333494537688868,0.9749279121818236,-1.7013132556402026,-2.155181258786814,-2.2019033500317553,-1.5899787519414854,1.0
2022-03-03,Phayathai,Train,-1.8029240964162214,1.2147490263431364,0.43388373911755823,-1.7085403192582078,-2.176046704399404,-2.21948656440033,-1.6178764159978432,1.0
2022-03-04,Phayathai,Train,-1.5698687122515338,2.1058476728282716,-0.433883739117558,-1.494027930960142,-2.1857721239645937,-2.2276018941089033,-1.6360284375957341,1.0
2022-03-05,Phayathai,Train,-2.206353302194865,1.6368483852045175,-0.9749279121818236,-2.1191689339175985,-2.179288510921134,-2.2331248268272375,-1.6744965478011569,0.0
2022-03-06,Phayathai,Train,-2.3287157141954955,0.8864495250065108,-0.7818314824680299,-2.3619325709042305,-2.194613414478403,-2.2389858982834294,-1.6402161607671382,0.0
2022-03-07,Phayathai,Train,-1.7392422961652123,1.1678490975807636,0.0,-1.6191875327083245,-2.199093001672067,-2.223882367992474,-1.791148566362063,1.0
2022-03-08,Phayathai,Train,-1.786253468078261,0.8395495962441347,0.7818314824680298,-1.7663568282022502,-2.194908124162197,-2.2365625706621195,-1.8461490627984645,1.0
2022-03-09,Phayathai,Train,-1.7772513287757623,1.4961485989173895,0.9749279121818236,-1.8038061578591864,-2.1950260080357142,-2.2319413412447373,-1.8357261120738544,1.0
2022-03-10,Phayathai,Train,-1.8062582220838135,0.6519498811946338,0.43388373911755823,-1.7558447356669697,-2.1784633238065116,-2.219373851487711,-1.8137724154057995,1.0
2022-03-11,Phayathai,Train,-1.6108784579629165,1.2147490263431364,-0.433883739117558,-1.5262212143494382,-2.1689147300515974,-2.2199374160508065,-1.814810431332024,1.0
2022-03-12,Phayathai,Train,-2.210687665562735,2.0120478153035193,-0.9749279121818236,-2.15333323465726,-2.1706829881543594,-2.2268692601768794,-1.8617352203036779,0.0
2022-03-13,Phayathai,Train,-2.3610567331711385,2.1996475303530203,-0.7818314824680299,-2.273893795921257,-2.164317258984417,-2.2276018941089033,-1.856472084172687,0.0
2022-03-14,Phayathai,Train,-1.8582705824982502,0.9802493825312595,0.0,-1.6931006833470148,-2.1557117362176426,-2.2330684703709283,-1.8015170544465222,1.0
2022-03-15,Phayathai,Train,-1.7249055557945663,1.3554488126302646,0.7818314824680298,-1.739419591080594,-2.167087530012077,-2.253187725273432,-1.8503917651681994,1.0
2022-03-16,Phayathai,Train,-1.7122358782577163,1.1209491688183877,0.9749279121818236,-1.7305500130039513,-2.1563011555852296,-2.242818137312478,-1.8140891810841793,1.0
2022-03-17,Phayathai,Train,-1.6985659630205887,1.3554488126302646,0.43388373911755823,-1.7591297645842447,-2.155004432976538,-2.2318286283321185,-1.776018860419598,1.0
2022-03-18,Phayathai,Train,-1.4738458930248812,1.3085488838678885,-0.433883739117558,-1.5666270700319225,-2.144512768233484,-2.213625492944139,-1.7224028068870707,1.0
