Date,Station_Name,Dataset_Type,Passenger_Arrival_Scaled,day_sin,Passenger_Arrival_Lag7_scaled,Passenger_Departure_Lag7_scaled,Passenger_Arrival_Roll_Mean_7_scaled,Passenger_Arrival_Roll_Std_7_scaled,Passenger_Departure_Roll_Mean_7_scaled,Passenger_Departure_Roll_Std_7_scaled,holiday_category_Weekday
2022-06-16,Phayathai,Train,-0.3409323547662067,0.43388373911755823,-0.49713247848860936,-0.439205145623099,-0.7563122736919182,-0.5349885436694094,-0.7233917187510965,-0.24541598266998696,1.0
2022-06-17,Phayathai,Train,-0.07773292797497064,-0.433883739117558,-0.10292135677905362,0.06603230185381545,-0.7247193955892404,-0.465809262105793,-0.702765255741806,-0.1962782810995959,1.0
2022-06-18,Phayathai,Train,-1.0607793510163888,-0.9749279121818236,-1.1074146445716158,-0.9539691769601113,-0.7165854083165356,-0.42011522334506196,-0.7083445449164507,-0.23684901183583998,0.0
2022-06-19,Phayathai,Train,-1.422592662258127,-0.7818314824680299,-1.4620014525010874,-1.5649845555732849,-0.7022625176841645,-0.4995531295045025,-0.7119513581202609,-0.22082407902335613,0.0
2022-06-20,Phayathai,Train,-0.4034679888079886,0.0,-0.3369418766255339,-0.43296359068027623,-0.6882932786723466,-0.6399817408927478,-0.6858583188489461,-0.5107611547780586,1.0
2022-06-21,Phayathai,Train,-0.39144190533841516,0.7818314824680298,-0.38063022258819085,-0.43296359068027623,-0.6953073691466352,-0.6569556616605855,-0.6872108738003746,-0.5129220128105532,1.0
2022-06-22,Phayathai,Train,-0.43817182967732915,0.9749279121818236,-0.39282231913590904,-0.3942002494564298,-0.692654981992492,-0.6509752524902792,-0.6909867563731138,-0.5187254473412733,1.0
2022-06-23,Phayathai,Train,-0.447105491683298,0.43388373911755823,-0.315605707667027,-0.31897308725082935,-0.6958967885142221,-0.6571572975583938,-0.7011309185088297,-0.5377555933290509,1.0
2022-06-24,Phayathai,Train,-0.03581343702388605,-0.433883739117558,-0.05618498667946712,0.0335105155727917,-0.714109846972669,-0.7017377195791259,-0.7147128244794281,-0.5766595540026035,1.0
2022-06-25,Phayathai,Train,-1.042568424619606,-0.9749279121818236,-1.0251179928745178,-0.9749933620306721,-0.7069189306881045,-0.6547065678105444,-0.7087390401106174,-0.5277877761054336,0.0
2022-06-26,Phayathai,Train,-1.5297966063297532,-0.7818314824680299,-1.3817368168952757,-1.4128877167034464,-0.7037950080398916,-0.6715622870742674,-0.7204611830230003,-0.4649880380066433,0.0
2022-06-27,Phayathai,Train,-0.3484916072327957,0.0,-0.3772435291027136,-0.44084766008173654,-0.7221848923086152,-0.4864801039309246,-0.7368045553527659,-0.2931964426728967,1.0
2022-06-28,Phayathai,Train,-0.30313609243326156,0.7818314824680298,-0.3653901019035431,-0.4549732844260196,-0.7127541824272186,-0.4620408119214015,-0.7233353622947871,-0.2618718880318053,1.0
2022-06-29,Phayathai,Train,-0.3660153288598884,0.9749279121818236,-0.4114491333060341,-0.45333076996738203,-0.6976061046802252,-0.420149762390914,-0.7067102076834736,-0.2269898519924477,1.0
2022-06-30,Phayathai,Train,-0.2832071541122541,0.43388373911755823,-0.42025453636827503,-0.3981422841571599,-0.6852282979608922,-0.3952335481176813,-0.7080064061785933,-0.228837824627392,1.0
2022-07-01,Phayathai,Train,0.22017033968560593,-0.433883739117558,-0.014867326156644264,0.06833182209590805,-0.657112994126979,-0.3333952753542098,-0.6937482227322811,-0.1929400755591969,1.0
2022-07-02,Phayathai,Train,-0.7996415385342225,-0.9749279121818236,-1.0071685174014882,-1.0433219635099948,-0.6132012512417269,-0.051517366744452536,-0.6916066773925184,-0.17716979341128464,0.0
2022-07-03,Phayathai,Train,-0.9783147786535994,-0.7818314824680299,-1.487401653642167,-1.5081535553044252,-0.5715293019533061,-0.22480339633573437,-0.6407731538013174,-0.3871214212061328,0.0
2022-07-04,Phayathai,Train,-0.10487751637772214,0.0,-0.32305643333507705,-0.36233546895886104,-0.4769274934555468,-1.1396223221710422,-0.5223118826386743,-1.6306039373747696,1.0
2022-07-05,Phayathai,Train,-0.33955794522682686,0.7818314824680298,-0.2783520793267769,-0.3580649313664034,-0.43513766029360873,-1.0425796254149409,-0.4979095370566454,-1.5698681993597592,1.0
2022-07-06,Phayathai,Train,-0.23716443454303007,0.9749279121818236,-0.3403285701110112,-0.4608863364771148,-0.4413855055900338,-1.0473259477564685,-0.5059121538525992,-1.5741860044567848,1.0
2022-07-07,Phayathai,Train,-0.152294645486326,0.43388373911755823,-0.2587092571110087,-0.3150310525500992,-0.4192822793055112,-1.0265770662364642,-0.4737889737561644,-1.5543474346863793,1.0
2022-07-08,Phayathai,Train,0.211580280064482,-0.433883739117558,0.23744133851141333,0.08081493198155353,-0.3968254014004353,-0.9857877488415835,-0.46578635696021065,-1.5402783722845261,1.0
2022-07-09,Phayathai,Train,-1.0563125200134043,-0.9749279121818236,-0.7677292879782444,-0.7470123551717783,-0.3982989498194039,-0.9969278324323871,-0.463532098707829,-1.5200412355752144,0.0
