Date,Station_Name,Dataset_Type,Passenger_Arrival_Filled,Passenger_Arrival_Lag7,Passenger_Departure_Lag7,Passenger_Arrival_Roll_Mean_7,Passenger_Arrival_Roll_Std_7,Passenger_Departure_Roll_Mean_7,Passenger_Departure_Roll_Std_7,holiday_category_Weekday
2023-11-20,Banthapchang,Train,3590.0,3837.0,3774.0,3293.1428571428573,1064.506995212871,3268.4285714285716,1058.1718286968444,1.0
2023-11-21,Banthapchang,Train,3973.0,4067.0,4033.0,3257.8571428571427,1047.4316888738547,3268.8571428571427,1058.4112982156232,1.0
2023-11-22,Banthapchang,Train,3939.0,3972.0,3994.0,3244.4285714285716,1035.8678900874756,3267.8571428571427,1057.5719721089818,1.0
2023-11-23,Banthapchang,Train,3779.0,3920.0,3825.0,3239.714285714286,1032.072948695277,3261.8571428571427,1052.874387660029,1.0
2023-11-24,Banthapchang,Train,3737.0,3741.0,3779.0,3219.5714285714284,1017.8611328242564,3255.1428571428573,1048.8267140907885,1.0
2023-11-25,Banthapchang,Train,2047.0,2016.0,1950.0,3219.0,1017.5206795605318,3245.714285714286,1043.6162631743093,0.0
2023-11-26,Banthapchang,Train,1621.0,1499.0,1524.0,3223.4285714285716,1011.4616250988527,3255.5714285714284,1029.5696280716636,0.0
2023-11-27,Banthapchang,Train,3932.0,3590.0,3777.0,3240.8571428571427,977.2687157875954,3270.8571428571427,999.9449032440809,1.0
2023-11-28,Banthapchang,Train,3895.0,3973.0,4026.0,3289.714285714286,1005.7661614056043,3302.5714285714284,1021.9515411118855,1.0
2023-11-29,Banthapchang,Train,3924.0,3939.0,3952.0,3278.5714285714284,997.3310812936086,3285.8571428571427,1009.0227002024358,1.0
2023-11-30,Banthapchang,Train,3829.0,3779.0,3778.0,3276.4285714285716,995.6903563429138,3282.0,1006.0992330116704,1.0
2023-12-01,Banthapchang,Train,3939.0,3737.0,3713.0,3283.5714285714284,1000.0663073254752,3294.5714285714284,1013.8497352735715,1.0
