Date,Station_Name,Dataset_Type,Passenger_Arrival_Scaled,pm25_filled_scaled,rain_sum_scaled,temperature_max_scaled,day_sin,day_cos,month_sin,month_cos,Passenger_Arrival_Lag7_scaled,Passenger_Departure_Lag7_scaled,Passenger_Arrival_Roll_Mean_7_scaled,Passenger_Arrival_Roll_Std_7_scaled,Passenger_Departure_Roll_Mean_7_scaled,Passenger_Departure_Roll_Std_7_scaled,holiday_category_National Holiday,holiday_category_Weekday,holiday_category_Weekend
2023-11-06,Ladkrabang,Train,1.0685632528971198,0.24564684883084262,0.0519822524597731,-0.0522941717117094,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.8527547506962514,0.7483996317178079,1.286431726012496,-0.7078367900196408,1.341347270923794,-0.8799491109690935,0.0,1.0,0.0
2023-11-07,Ladkrabang,Train,1.0344018097937207,-0.5524124781755299,0.6887987760661848,-0.28924407117541723,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,1.2061455475464518,1.1267218577778735,1.3288970988418671,-0.7186510199881633,1.3508078404891901,-0.9038843188972895,0.0,1.0,0.0
2023-11-08,Ladkrabang,Train,0.9721074135463457,-0.13603369886785724,-0.6402096210254571,-0.1470741314971905,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0.931672077520945,0.9043297384047267,1.2977558254336616,-0.7556043828025933,1.3564069530891194,-0.8978456147228706,0.0,1.0,0.0
2023-11-09,Ladkrabang,Train,1.029880442324153,-0.03193900404093909,0.4534535390812066,-0.7631438701028329,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,1.087521389614994,1.0219163762342067,1.307098207456123,-0.7583867765392822,1.3661571319269252,-0.908468741770559,0.0,1.0,0.0
2023-11-10,Ladkrabang,Train,1.2102327669435693,0.31504331204878805,0.14888911474770536,-0.4314140108536406,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,1.289033557481822,1.410974773574355,1.2976614579384853,-0.7649666490891538,1.3850782710577179,-0.9043247451864658,0.0,1.0,0.0
2023-11-11,Ladkrabang,Train,1.0464587897125674,-0.10133546725888452,0.4672973765509112,-0.9053138097810562,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,-0.15430975324905283,0.14564030127886568,1.2837894361475575,-0.800626192516361,1.3856574896025382,-0.9022713273096598,0.0,0.0,1.0
2023-11-12,Ladkrabang,Train,-0.2978944712388469,-0.34422308852169353,0.6057357512479572,-0.47880399074638286,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,1.6200892618344676,1.811280588446019,1.5135742869020434,-2.6876435194550012,1.5822056491448528,-2.0220501558047737,0.0,0.0,1.0
2023-11-13,Ladkrabang,Train,1.0163163399154505,-0.3095248569127208,1.0348947128088,-0.3366340510681578,0.0,1.0,-0.5000000000000004,0.8660254037844384,1.0761056756717995,0.798501764358195,1.1534679253089748,-0.9798850852300048,1.1623687405743592,-0.39944295370521576,0.0,1.0,0.0
2023-11-14,Ladkrabang,Train,1.6824644804317341,-0.7259036362203933,-0.6540534584951616,-0.3366340510681578,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,1.04235486923105,1.1563741403609595,1.143653705810631,-0.9974292843258524,1.2070651049496497,-0.3951654345076814,0.0,1.0,0.0
2023-11-15,Ladkrabang,Train,1.0052641083231744,-0.6912054046114207,-0.6263657835557523,-0.5261939706391251,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0.9808092810155656,0.9559656097994114,1.265387774588163,-0.4905294934063306,1.304759966175986,-0.03272669115513783,0.0,1.0,0.0
