Date,Station_Name,Dataset_Type,Passenger_Departure_Scaled,day_cos,Passenger_Arrival_Lag7_scaled,Passenger_Arrival_Roll_Std_7_scaled,Passenger_Departure_Roll_Mean_7_scaled,Passenger_Departure_Roll_Std_7_scaled,holiday_category_Weekday
2022-02-13,Huamak,Train,-0.2965841069542405,0.6234898018587334,-1.9336402329943176,-1.814673499688158,-1.7174266805299978,-1.6834795375542189,0.0
2022-02-14,Huamak,Train,1.0933305975195056,1.0,-1.0153891376137885,-1.8848740262832104,-1.7192362176242162,-1.6690480507557643,1.0
2022-02-15,Huamak,Train,-0.02614079771111774,0.6234898018587336,-1.046106434042888,-1.903347472298553,-1.7250525868556328,-1.6857121601790512,1.0
2022-02-16,Huamak,Train,-1.0103905383201794,-0.22252093395631434,-1.0866271229493598,-1.8911302380678578,-1.7321614825829192,-1.7052963950507218,0.0
2022-02-17,Huamak,Train,0.9359817630507795,-0.900968867902419,-1.0591776240127178,-1.594524002088623,-1.885196619693965,-1.4319523477026115,1.0
2022-02-18,Huamak,Train,0.08039747562708213,-0.9009688679024191,-1.0101606616258567,-1.6465496383978966,-1.89411505251547,-1.4602108400534464,1.0
2022-02-19,Huamak,Train,-0.9112279915977012,-0.2225209339563146,-1.6722164335977256,-1.6766322710794168,-1.9003191796956473,-1.484553040537274,0.0
2022-02-20,Huamak,Train,-0.1949629846931883,0.6234898018587334,-1.889198187096897,-1.6204648989194563,-1.9189315612361801,-1.416722846603043,0.0
2022-02-21,Huamak,Train,0.9999047270536995,1.0,-1.048720672036854,-1.5073204061163201,-1.9215166142279205,-1.4022630968353587,1.0
2022-02-22,Huamak,Train,-0.05482417899447924,0.6234898018587336,-1.0238854110941777,-1.564388889198523,-1.938836469272583,-1.4639070827361877,1.0
2022-02-23,Huamak,Train,0.03450406557370372,-0.22252093395631434,-1.867630723646678,-1.6799695256610347,-1.9606801670527911,-1.5400867713483648,1.0
2022-02-24,Huamak,Train,-0.14825004946028528,-0.900968867902419,-1.148061715807559,-1.8822389866553866,-1.817726736609534,-1.7485763619749786,1.0
2022-02-25,Huamak,Train,0.17956002234956048,-0.9009688679024191,-1.048720672036854,-1.9187506656011715,-1.84577456156992,-1.8038581464320382,1.0
2022-02-26,Huamak,Train,-0.8718907829805197,-0.2225209339563146,-1.7519506924136863,-1.9821857846853248,-1.8581828159302751,-1.8486440958167862,0.0
2022-02-27,Huamak,Train,-0.24823212136228823,0.6234898018587334,-1.9891927903660933,-1.9204078617262739,-1.8643869431104527,-1.8134321396253401,0.0
