Station,Direction,params,mean_test_score,rank_test_score,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,RMSE
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 5}",-681.2974111184606,102,absolute_error,10,8,5,681.2974111184606
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 10}",-681.2974111184606,102,absolute_error,,8,10,681.2974111184606
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5}",-681.8715936079731,114,absolute_error,20,1,5,681.8715936079731
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10}",-682.4533943994331,115,absolute_error,10,4,10,682.4533943994331
Huamak,Arrival,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5}",-684.059156334302,116,poisson,20,1,5,684.059156334302
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10}",-684.3529271214969,117,absolute_error,30,4,10,684.3529271214969
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10}",-684.3529271214969,117,absolute_error,20,4,10,684.3529271214969
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10}",-684.3529271214969,117,absolute_error,,4,10,684.3529271214969
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5}",-685.1282375329504,120,absolute_error,10,4,5,685.1282375329504
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2}",-685.1282375329504,120,absolute_error,10,4,2,685.1282375329504
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2}",-686.7362949924618,122,absolute_error,30,4,2,686.7362949924618
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5}",-686.7362949924618,122,absolute_error,30,4,5,686.7362949924618
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5}",-686.7362949924618,122,absolute_error,,4,5,686.7362949924618
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2}",-686.7362949924618,122,absolute_error,,4,2,686.7362949924618
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5}",-686.7362949924618,122,absolute_error,20,4,5,686.7362949924618
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2}",-686.7362949924618,122,absolute_error,20,4,2,686.7362949924618
Huamak,Arrival,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2}",-687.3003937144528,128,poisson,20,1,2,687.3003937144528
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5}",-690.8855915025174,129,absolute_error,10,2,5,690.8855915025174
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 2}",-691.7819599871256,130,absolute_error,30,2,2,691.7819599871256
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2}",-691.7819599871256,130,absolute_error,,2,2,691.7819599871256
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2}",-691.7819599871256,130,absolute_error,20,2,2,691.7819599871256
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 20}",-692.1933065666153,133,absolute_error,,2,20,692.1933065666153
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 20}",-692.1933065666153,133,absolute_error,20,2,20,692.1933065666153
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 20}",-692.1933065666153,133,absolute_error,30,2,20,692.1933065666153
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 20}",-696.1642988729748,136,absolute_error,10,2,20,696.1642988729748
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 20}",-696.8778699899103,137,absolute_error,10,8,20,696.8778699899103
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 20}",-696.8778699899103,137,absolute_error,20,8,20,696.8778699899103
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 20}",-696.8778699899103,137,absolute_error,30,8,20,696.8778699899103
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 20}",-696.8778699899103,137,absolute_error,,8,20,696.8778699899103
Huamak,Arrival,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 5}",-697.1004074415257,141,poisson,30,1,5,697.1004074415257
Huamak,Arrival,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5}",-697.1004074415257,141,poisson,,1,5,697.1004074415257
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5}",-697.5360118317068,143,absolute_error,,1,5,697.5360118317068
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 5}",-697.5360118317068,143,absolute_error,30,1,5,697.5360118317068
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5}",-698.2627239636724,145,absolute_error,10,1,5,698.2627239636724
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5}",-699.2777268260548,146,absolute_error,30,2,5,699.2777268260548
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5}",-699.2777268260548,146,absolute_error,,2,5,699.2777268260548
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5}",-699.2777268260548,146,absolute_error,20,2,5,699.2777268260548
Huamak,Arrival,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5}",-699.916128408153,149,poisson,10,1,5,699.916128408153
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 20}",-700.6858181523916,150,absolute_error,30,4,20,700.6858181523916
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 20}",-700.6858181523916,150,absolute_error,20,4,20,700.6858181523916
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 20}",-700.6858181523916,150,absolute_error,,4,20,700.6858181523916
Huamak,Arrival,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5}",-700.9317360084983,153,poisson,10,2,5,700.9317360084983
Huamak,Arrival,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10}",-700.9750912542779,154,poisson,30,4,10,700.9750912542779
Huamak,Arrival,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10}",-700.9750912542779,154,poisson,,4,10,700.9750912542779
Huamak,Arrival,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10}",-700.9750912542779,154,poisson,20,4,10,700.9750912542779
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 20}",-701.3685547232274,157,absolute_error,10,4,20,701.3685547232274
Huamak,Arrival,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2}",-703.5241223205263,158,poisson,10,2,2,703.5241223205263
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10}",-704.0657289076962,159,absolute_error,30,1,10,704.0657289076962
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",-704.0657289076962,159,absolute_error,,1,10,704.0657289076962
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10}",-705.8167882925525,161,absolute_error,20,1,10,705.8167882925525
Huamak,Arrival,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10}",-706.2275464973225,162,poisson,10,4,10,706.2275464973225
Huamak,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10}",-706.8692467947855,163,squared_error,20,4,10,706.8692467947855
Huamak,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10}",-706.8692467947855,163,squared_error,30,4,10,706.8692467947855
Huamak,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10}",-706.8692467947855,163,squared_error,,4,10,706.8692467947855
Huamak,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10}",-708.6147585820478,166,squared_error,10,4,10,708.6147585820478
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10}",-708.8735284101651,167,absolute_error,10,1,10,708.8735284101651
Huamak,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 5}",-709.9035848602175,168,squared_error,30,1,5,709.9035848602175
Huamak,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5}",-709.9035848602175,168,squared_error,,1,5,709.9035848602175
Huamak,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2}",-710.5541485141164,170,squared_error,30,1,2,710.5541485141164
Huamak,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",-710.5541485141164,170,squared_error,,1,2,710.5541485141164
Huamak,Arrival,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2}",-710.7728475432052,172,poisson,30,1,2,710.7728475432052
Huamak,Arrival,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",-710.7728475432052,172,poisson,,1,2,710.7728475432052
Huamak,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2}",-712.627425469738,174,squared_error,20,1,2,712.627425469738
Huamak,Arrival,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5}",-713.727761115271,175,squared_error,10,1,5,713.727761115271
Huamak,Arrival,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5}",-714.6032904268584,176,squared_error,,2,5,714.6032904268584
Huamak,Arrival,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5}",-714.6032904268584,176,squared_error,30,2,5,714.6032904268584
Huamak,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5}",-714.6032904268584,176,squared_error,20,2,5,714.6032904268584
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",-715.6348152417561,179,absolute_error,10,1,2,715.6348152417561
Huamak,Arrival,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5}",-716.9411583272899,180,squared_error,20,1,5,716.9411583272899
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10}",-730.6971297930761,181,absolute_error,10,2,10,730.6971297930761
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2}",-732.746171192333,182,absolute_error,20,1,2,732.746171192333
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2}",-737.6339734343929,183,absolute_error,30,1,2,737.6339734343929
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",-737.6339734343929,183,absolute_error,,1,2,737.6339734343929
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2}",-739.6377990547634,185,absolute_error,10,2,2,739.6377990547634
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10}",-748.0368263574138,186,absolute_error,20,2,10,748.0368263574138
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10}",-748.0368263574138,186,absolute_error,,2,10,748.0368263574138
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10}",-748.0368263574138,186,absolute_error,30,2,10,748.0368263574138
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 20}",-752.6220852419822,189,absolute_error,20,1,20,752.6220852419822
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 20}",-752.6220852419822,189,absolute_error,,1,20,752.6220852419822
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 20}",-752.6220852419822,189,absolute_error,30,1,20,752.6220852419822
Huamak,Arrival,"{'criterion': 'absolute_error', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 20}",-759.4090641592213,192,absolute_error,10,1,20,759.4090641592213
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2}",-640.8490298943818,1,poisson,10,2,2,640.8490298943818
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5}",-644.0050619275775,2,poisson,10,2,5,644.0050619275775
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 2}",-644.2440575101216,3,poisson,20,2,2,644.2440575101216
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 2}",-644.2440575101216,3,poisson,30,2,2,644.2440575101216
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2}",-644.2440575101216,3,poisson,,2,2,644.2440575101216
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 5}",-644.3687454961268,6,poisson,30,2,5,644.3687454961268
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 5}",-644.3687454961268,6,poisson,20,2,5,644.3687454961268
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5}",-644.3687454961268,6,poisson,,2,5,644.3687454961268
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10}",-645.0864036492388,9,poisson,10,2,10,645.0864036492388
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10}",-645.6003530007782,10,poisson,,2,10,645.6003530007782
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 2, 'min_samples_split': 10}",-645.6003530007782,10,poisson,20,2,10,645.6003530007782
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 2, 'min_samples_split': 10}",-645.6003530007782,10,poisson,30,2,10,645.6003530007782
Huamak,Departure,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2}",-649.7044530484842,13,squared_error,20,4,2,649.7044530484842
Huamak,Departure,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5}",-649.7044530484842,13,squared_error,20,4,5,649.7044530484842
Huamak,Departure,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5}",-649.7044530484842,13,squared_error,30,4,5,649.7044530484842
Huamak,Departure,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5}",-649.7044530484842,13,squared_error,,4,5,649.7044530484842
Huamak,Departure,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2}",-649.7044530484842,13,squared_error,,4,2,649.7044530484842
Huamak,Departure,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2}",-649.7044530484842,13,squared_error,30,4,2,649.7044530484842
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2}",-650.0822305718651,19,poisson,10,4,2,650.0822305718651
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5}",-650.0822305718651,19,poisson,10,4,5,650.0822305718651
Huamak,Departure,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5}",-650.109581488601,21,squared_error,10,4,5,650.109581488601
Huamak,Departure,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2}",-650.109581488601,21,squared_error,10,4,2,650.109581488601
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 5}",-650.6950274625935,23,poisson,30,4,5,650.6950274625935
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 2}",-650.6950274625935,23,poisson,30,4,2,650.6950274625935
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 5}",-650.6950274625935,23,poisson,20,4,5,650.6950274625935
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2}",-650.6950274625935,23,poisson,,4,2,650.6950274625935
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5}",-650.6950274625935,23,poisson,,4,5,650.6950274625935
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 2}",-650.6950274625935,23,poisson,20,4,2,650.6950274625935
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 20}",-650.8932878411944,29,poisson,,8,20,650.8932878411944
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 20}",-650.8932878411944,29,poisson,20,8,20,650.8932878411944
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 20}",-650.8932878411944,29,poisson,10,8,20,650.8932878411944
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 20}",-650.8932878411944,29,poisson,30,8,20,650.8932878411944
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 5}",-651.5243633738352,33,poisson,10,8,5,651.5243633738352
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 2}",-651.5243633738352,33,poisson,10,8,2,651.5243633738352
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 10}",-651.5243633738352,33,poisson,10,8,10,651.5243633738352
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 5}",-651.6864138051227,36,poisson,30,8,5,651.6864138051227
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 2}",-651.6864138051227,36,poisson,20,8,2,651.6864138051227
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 5}",-651.6864138051227,36,poisson,20,8,5,651.6864138051227
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 2}",-651.6864138051227,36,poisson,,8,2,651.6864138051227
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 10}",-651.6864138051227,36,poisson,20,8,10,651.6864138051227
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 10}",-651.6864138051227,36,poisson,,8,10,651.6864138051227
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 2}",-651.6864138051227,36,poisson,30,8,2,651.6864138051227
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 10}",-651.6864138051227,36,poisson,30,8,10,651.6864138051227
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 5}",-651.6864138051227,36,poisson,,8,5,651.6864138051227
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10}",-653.0766711176977,45,poisson,10,1,10,653.0766711176977
Huamak,Departure,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10}",-653.1604751349184,46,squared_error,30,4,10,653.1604751349184
Huamak,Departure,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10}",-653.1604751349184,46,squared_error,,4,10,653.1604751349184
Huamak,Departure,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10}",-653.1604751349184,46,squared_error,20,4,10,653.1604751349184
Huamak,Departure,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10}",-653.2082496627062,49,squared_error,10,4,10,653.2082496627062
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10}",-653.2224665249215,50,poisson,,4,10,653.2224665249215
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10}",-653.2224665249215,50,poisson,20,4,10,653.2224665249215
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 4, 'min_samples_split': 10}",-653.2224665249215,50,poisson,30,4,10,653.2224665249215
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 10}",-653.3068305802157,53,poisson,20,1,10,653.3068305802157
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",-653.3068305802157,53,poisson,,1,10,653.3068305802157
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 10}",-653.3068305802157,53,poisson,30,1,10,653.3068305802157
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10}",-654.0960633614344,56,poisson,10,4,10,654.0960633614344
Huamak,Departure,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 20}",-656.9627748178018,57,squared_error,,8,20,656.9627748178018
Huamak,Departure,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 20}",-656.9627748178018,57,squared_error,20,8,20,656.9627748178018
Huamak,Departure,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 20}",-656.9627748178018,57,squared_error,30,8,20,656.9627748178018
Huamak,Departure,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 20}",-658.433443618827,60,squared_error,10,8,20,658.433443618827
Huamak,Departure,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 10}",-658.9405080185162,61,squared_error,10,8,10,658.9405080185162
Huamak,Departure,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 5}",-658.9405080185162,61,squared_error,10,8,5,658.9405080185162
Huamak,Departure,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 2}",-658.9405080185162,61,squared_error,10,8,2,658.9405080185162
Huamak,Departure,"{'criterion': 'poisson', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5}",-658.9828711603766,64,poisson,10,1,5,658.9828711603766
Huamak,Departure,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 2}",-659.2301613678552,65,squared_error,30,8,2,659.2301613678552
Huamak,Departure,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 2}",-659.2301613678552,65,squared_error,20,8,2,659.2301613678552
Huamak,Departure,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 5}",-659.2301613678552,65,squared_error,20,8,5,659.2301613678552
Huamak,Departure,"{'criterion': 'squared_error', 'max_depth': 20, 'min_samples_leaf': 8, 'min_samples_split': 10}",-659.2301613678552,65,squared_error,20,8,10,659.2301613678552
Huamak,Departure,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 2}",-659.2301613678552,65,squared_error,,8,2,659.2301613678552
Huamak,Departure,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 10}",-659.2301613678552,65,squared_error,,8,10,659.2301613678552
Huamak,Departure,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 10}",-659.2301613678552,65,squared_error,30,8,10,659.2301613678552
Huamak,Departure,"{'criterion': 'squared_error', 'max_depth': 30, 'min_samples_leaf': 8, 'min_samples_split': 5}",-659.2301613678552,65,squared_error,30,8,5,659.2301613678552
Huamak,Departure,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 8, 'min_samples_split': 5}",-659.2301613678552,65,squared_error,,8,5,659.2301613678552
Huamak,Departure,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5}",-659.8711943135622,74,squared_error,10,2,5,659.8711943135622
