batch_size,epochs,learning_rate,units,Station,Direction,CV_RMSE_Scaled
32,200,0.01,128,Ladkrabang,Departure,0.8891106135599234
32,200,0.001,32,Ladkrabang,Departure,0.6243988546235447
32,200,0.001,64,Ladkrabang,Departure,0.6704571012907365
32,200,0.001,128,Ladkrabang,Departure,0.6625871622558807
64,50,0.01,32,Ladkrabang,Departure,0.636967883698296
64,50,0.01,64,Ladkrabang,Departure,0.6596394732026122
64,50,0.01,128,Ladkrabang,Departure,0.6636330827311744
64,50,0.001,32,Ladkrabang,Departure,0.6690714917780084
64,50,0.001,64,Ladkrabang,Departure,0.6710621996925522
64,50,0.001,128,Ladkrabang,Departure,0.6512087939263679
64,100,0.01,32,Ladkrabang,Departure,0.6799058500364747
64,100,0.01,64,Ladkrabang,Departure,0.6906700632047648
64,100,0.01,128,Ladkrabang,Departure,0.723467645420496
64,100,0.001,32,Ladkrabang,Departure,0.6381286379424299
64,100,0.001,64,Ladkrabang,Departure,0.6634748845143426
64,100,0.001,128,Ladkrabang,Departure,0.6481852963141143
64,200,0.01,32,Ladkrabang,Departure,0.7267339346355133
64,200,0.01,64,Ladkrabang,Departure,0.7524435554041617
64,200,0.01,128,Ladkrabang,Departure,0.7726108180452593
64,200,0.001,32,Ladkrabang,Departure,0.6289200411709217
64,200,0.001,64,Ladkrabang,Departure,0.6715045511702821
64,200,0.001,128,Ladkrabang,Departure,0.6695666284088647
16,50,0.01,32,Banthapchang,Arrival,0.4948285650820677
16,50,0.01,64,Banthapchang,Arrival,0.4901346762969549
16,50,0.01,128,Banthapchang,Arrival,0.509322081255677
16,50,0.001,32,Banthapchang,Arrival,0.49433895476566375
16,50,0.001,64,Banthapchang,Arrival,0.49225527792963303
16,50,0.001,128,Banthapchang,Arrival,0.48230613493277025
16,100,0.01,32,Banthapchang,Arrival,0.5312383617607341
16,100,0.01,64,Banthapchang,Arrival,0.47372106126613
16,100,0.01,128,Banthapchang,Arrival,0.5885775286377962
16,100,0.001,32,Banthapchang,Arrival,0.4709493192329679
16,100,0.001,64,Banthapchang,Arrival,0.4615680648155831
16,100,0.001,128,Banthapchang,Arrival,0.47115196014495425
16,200,0.01,32,Banthapchang,Arrival,0.5521180006086396
16,200,0.01,64,Banthapchang,Arrival,0.5654797076931567
16,200,0.01,128,Banthapchang,Arrival,0.6985666602705934
16,200,0.001,32,Banthapchang,Arrival,0.45939593329462064
16,200,0.001,64,Banthapchang,Arrival,0.4550504141110698
16,200,0.001,128,Banthapchang,Arrival,0.4631715258638249
32,50,0.01,32,Banthapchang,Arrival,0.46586551102426554
32,50,0.01,64,Banthapchang,Arrival,0.4869804585528404
32,50,0.01,128,Banthapchang,Arrival,0.48363164958272864
32,50,0.001,32,Banthapchang,Arrival,0.5259469041805249
32,50,0.001,64,Banthapchang,Arrival,0.5179307893219183
32,50,0.001,128,Banthapchang,Arrival,0.5082349825444968
32,100,0.01,32,Banthapchang,Arrival,0.49037531093488984
32,100,0.01,64,Banthapchang,Arrival,0.4917044305009129
32,100,0.01,128,Banthapchang,Arrival,0.520572805601616
32,100,0.001,32,Banthapchang,Arrival,0.488913247352365
32,100,0.001,64,Banthapchang,Arrival,0.485858236030168
32,100,0.001,128,Banthapchang,Arrival,0.4906080233387889
32,200,0.01,32,Banthapchang,Arrival,0.5378093279247105
32,200,0.01,64,Banthapchang,Arrival,0.5899295939200765
32,200,0.01,128,Banthapchang,Arrival,0.6232212468481179
32,200,0.001,32,Banthapchang,Arrival,0.4775803387524089
32,200,0.001,64,Banthapchang,Arrival,0.4726281801726466
32,200,0.001,128,Banthapchang,Arrival,0.48093932548142204
64,50,0.01,32,Banthapchang,Arrival,0.4621177745574045
64,50,0.01,64,Banthapchang,Arrival,0.48898319349403613
64,50,0.01,128,Banthapchang,Arrival,0.5095474711883902
64,50,0.001,32,Banthapchang,Arrival,0.5885912019696041
64,50,0.001,64,Banthapchang,Arrival,0.5734617661665289
64,50,0.001,128,Banthapchang,Arrival,0.5368301870379469
64,100,0.01,32,Banthapchang,Arrival,0.4504798786389923
64,100,0.01,64,Banthapchang,Arrival,0.46431671913602646
64,100,0.01,128,Banthapchang,Arrival,0.5097264543350094
64,100,0.001,32,Banthapchang,Arrival,0.5147858574973861
64,100,0.001,64,Banthapchang,Arrival,0.5142246529439499
64,100,0.001,128,Banthapchang,Arrival,0.5050684174362471
64,200,0.01,32,Banthapchang,Arrival,0.4518000840376686
64,200,0.01,64,Banthapchang,Arrival,0.5713055447140998
64,200,0.01,128,Banthapchang,Arrival,0.5206696506182932
64,200,0.001,32,Banthapchang,Arrival,0.4857092393544507
64,200,0.001,64,Banthapchang,Arrival,0.48380123667047287
64,200,0.001,128,Banthapchang,Arrival,0.5042478626016259
16,50,0.01,32,Banthapchang,Departure,0.4441602186721649
16,50,0.01,64,Banthapchang,Departure,0.4962994771135462
16,50,0.01,128,Banthapchang,Departure,0.5124916791779078
16,50,0.001,32,Banthapchang,Departure,0.5020542184668014
16,50,0.001,64,Banthapchang,Departure,0.4850301330303786
16,50,0.001,128,Banthapchang,Departure,0.49305518305415247
16,100,0.01,32,Banthapchang,Departure,0.4857932538415797
16,100,0.01,64,Banthapchang,Departure,0.5529362662844813
16,100,0.01,128,Banthapchang,Departure,0.5525333533449557
16,100,0.001,32,Banthapchang,Departure,0.4883581002351704
16,100,0.001,64,Banthapchang,Departure,0.4665211999434256
16,100,0.001,128,Banthapchang,Departure,0.48588449228072944
16,200,0.01,32,Banthapchang,Departure,0.5024828543386533
16,200,0.01,64,Banthapchang,Departure,0.651780309717687
16,200,0.01,128,Banthapchang,Departure,0.6488760169964476
16,200,0.001,32,Banthapchang,Departure,0.46111570572776667
16,200,0.001,64,Banthapchang,Departure,0.4492268994806026
16,200,0.001,128,Banthapchang,Departure,0.48085394787919694
32,50,0.01,32,Banthapchang,Departure,0.4677615898636704
32,50,0.01,64,Banthapchang,Departure,0.5679831234575913
32,50,0.01,128,Banthapchang,Departure,0.4927424218382046
32,50,0.001,32,Banthapchang,Departure,0.528249434697173
32,50,0.001,64,Banthapchang,Departure,0.509052363014581
32,50,0.001,128,Banthapchang,Departure,0.5027125352214927
32,100,0.01,32,Banthapchang,Departure,0.47725009147271774
32,100,0.01,64,Banthapchang,Departure,0.6054530593267776
32,100,0.01,128,Banthapchang,Departure,0.5365791050837689
32,100,0.001,32,Banthapchang,Departure,0.49926486863731107
32,100,0.001,64,Banthapchang,Departure,0.47899667812415436
32,100,0.001,128,Banthapchang,Departure,0.47879722245666695
32,200,0.01,32,Banthapchang,Departure,0.5824809539487533
32,200,0.01,64,Banthapchang,Departure,0.5633439907135324
32,200,0.01,128,Banthapchang,Departure,0.602106605099689
32,200,0.001,32,Banthapchang,Departure,0.4779258193181894
32,200,0.001,64,Banthapchang,Departure,0.4571164319506615
32,200,0.001,128,Banthapchang,Departure,0.4526872020321444
64,50,0.01,32,Banthapchang,Departure,0.46443814733276284
64,50,0.01,64,Banthapchang,Departure,0.5147917338271636
64,50,0.01,128,Banthapchang,Departure,0.5452705521196882
64,50,0.001,32,Banthapchang,Departure,0.5885997939471856
64,50,0.001,64,Banthapchang,Departure,0.5715728746885426
64,50,0.001,128,Banthapchang,Departure,0.5467124713625847
64,100,0.01,32,Banthapchang,Departure,0.4754600996970488
64,100,0.01,64,Banthapchang,Departure,0.5226579037089729
64,100,0.01,128,Banthapchang,Departure,0.5426085769301605
64,100,0.001,32,Banthapchang,Departure,0.5162594647173898
64,100,0.001,64,Banthapchang,Departure,0.5158576572193346
64,100,0.001,128,Banthapchang,Departure,0.5026446840685257
64,200,0.01,32,Banthapchang,Departure,0.49091814252602384
64,200,0.01,64,Banthapchang,Departure,0.5391583742886435
64,200,0.01,128,Banthapchang,Departure,0.5698471624527489
64,200,0.001,32,Banthapchang,Departure,0.48548563295881775
64,200,0.001,64,Banthapchang,Departure,0.4781756648274625
64,200,0.001,128,Banthapchang,Departure,0.48326277766899767
16,50,0.01,32,Huamak,Arrival,0.5711581632149588
16,50,0.01,64,Huamak,Arrival,0.5692167766236894
16,50,0.01,128,Huamak,Arrival,0.6008517532020874
16,50,0.001,32,Huamak,Arrival,0.5692217513633168
16,50,0.001,64,Huamak,Arrival,0.5717537689198414
16,50,0.001,128,Huamak,Arrival,0.5713431474999219
16,100,0.01,32,Huamak,Arrival,0.5850375827070138
16,100,0.01,64,Huamak,Arrival,0.5860411993079929
16,100,0.01,128,Huamak,Arrival,0.6317588733497432
16,100,0.001,32,Huamak,Arrival,0.5702930938490661
16,100,0.001,64,Huamak,Arrival,0.57126266647149
16,100,0.001,128,Huamak,Arrival,0.5778744387428543
16,200,0.01,32,Huamak,Arrival,0.5815812422388462
